ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3
53153,variation,,Tubo rectangular galvanizado 40x20x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,48",,,,,,,TRGV116,,,,,,3,Color,Hierro,,1,,,,,,,,
53154,variation,,Tubo rectangular galvanizado 40x20x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,48",,,,,,,TRGV116,,,,,,4,Color,Blanco,,1,,,,,,,,
53155,variation,,Tubo rectangular galvanizado 40x20x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,48",,,,,,,TRGV116,,,,,,5,Color,Negro,,1,,,,,,,,
53159,variation,,Tubo rectangular galvanizado 40x25x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV117,,,,,,4,Color,Blanco,,1,,,,,,,,
53160,variation,,Tubo rectangular galvanizado 40x25x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV117,,,,,,5,Color,Negro,,1,,,,,,,,
53156,variation,,Tubo rectangular galvanizado 40x25x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV117,,,,,,1,Color,Personalizado,,1,,,,,,,,
53157,variation,,Tubo rectangular galvanizado 40x25x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV117,,,,,,2,Color,Oxido,,1,,,,,,,,
53158,variation,,Tubo rectangular galvanizado 40x25x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV117,,,,,,3,Color,Hierro,,1,,,,,,,,
53161,variation,,Tubo rectangular galvanizado 40x25x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,74",,,,,,,TRGV118,,,,,,1,Color,Personalizado,,1,,,,,,,,
53162,variation,,Tubo rectangular galvanizado 40x25x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,74",,,,,,,TRGV118,,,,,,2,Color,Oxido,,1,,,,,,,,
53163,variation,,Tubo rectangular galvanizado 40x25x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,74",,,,,,,TRGV118,,,,,,3,Color,Hierro,,1,,,,,,,,
53164,variation,,Tubo rectangular galvanizado 40x25x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,74",,,,,,,TRGV118,,,,,,4,Color,Blanco,,1,,,,,,,,
53165,variation,,Tubo rectangular galvanizado 40x25x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,74",,,,,,,TRGV118,,,,,,5,Color,Negro,,1,,,,,,,,
53170,variation,,Tubo rectangular galvanizado 40x30x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV119,,,,,,5,Color,Negro,,1,,,,,,,,
53166,variation,,Tubo rectangular galvanizado 40x30x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV119,,,,,,1,Color,Personalizado,,1,,,,,,,,
53167,variation,,Tubo rectangular galvanizado 40x30x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV119,,,,,,2,Color,Oxido,,1,,,,,,,,
53168,variation,,Tubo rectangular galvanizado 40x30x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV119,,,,,,3,Color,Hierro,,1,,,,,,,,
53169,variation,,Tubo rectangular galvanizado 40x30x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV119,,,,,,4,Color,Blanco,,1,,,,,,,,
53171,variation,,Tubo rectangular galvanizado 40x30x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV120,,,,,,1,Color,Personalizado,,1,,,,,,,,
53172,variation,,Tubo rectangular galvanizado 40x30x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV120,,,,,,2,Color,Oxido,,1,,,,,,,,
53173,variation,,Tubo rectangular galvanizado 40x30x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV120,,,,,,3,Color,Hierro,,1,,,,,,,,
53174,variation,,Tubo rectangular galvanizado 40x30x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV120,,,,,,4,Color,Blanco,,1,,,,,,,,
53175,variation,,Tubo rectangular galvanizado 40x30x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV120,,,,,,5,Color,Negro,,1,,,,,,,,
53176,variation,,Tubo rectangular galvanizado 50x10x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10,3",,,,,,,TRGV121,,,,,,1,Color,Personalizado,,1,,,,,,,,
53177,variation,,Tubo rectangular galvanizado 50x10x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10,3",,,,,,,TRGV121,,,,,,2,Color,Oxido,,1,,,,,,,,
53178,variation,,Tubo rectangular galvanizado 50x10x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10,3",,,,,,,TRGV121,,,,,,3,Color,Hierro,,1,,,,,,,,
53179,variation,,Tubo rectangular galvanizado 50x10x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10,3",,,,,,,TRGV121,,,,,,4,Color,Blanco,,1,,,,,,,,
53180,variation,,Tubo rectangular galvanizado 50x10x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10,3",,,,,,,TRGV121,,,,,,5,Color,Negro,,1,,,,,,,,
53181,variation,,Tubo rectangular galvanizado 50x15x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV122,,,,,,1,Color,Personalizado,,1,,,,,,,,
53182,variation,,Tubo rectangular galvanizado 50x15x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV122,,,,,,2,Color,Oxido,,1,,,,,,,,
53183,variation,,Tubo rectangular galvanizado 50x15x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV122,,,,,,3,Color,Hierro,,1,,,,,,,,
53184,variation,,Tubo rectangular galvanizado 50x15x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV122,,,,,,4,Color,Blanco,,1,,,,,,,,
53185,variation,,Tubo rectangular galvanizado 50x15x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"11,26",,,,,,,TRGV122,,,,,,5,Color,Negro,,1,,,,,,,,
53186,variation,,Tubo rectangular galvanizado 50x20x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,5",,,,,,,TRGV123,,,,,,1,Color,Personalizado,,1,,,,,,,,
53187,variation,,Tubo rectangular galvanizado 50x20x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,5",,,,,,,TRGV123,,,,,,2,Color,Oxido,,1,,,,,,,,
53188,variation,,Tubo rectangular galvanizado 50x20x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,5",,,,,,,TRGV123,,,,,,3,Color,Hierro,,1,,,,,,,,
53189,variation,,Tubo rectangular galvanizado 50x20x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,5",,,,,,,TRGV123,,,,,,4,Color,Blanco,,1,,,,,,,,
53190,variation,,Tubo rectangular galvanizado 50x20x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,5",,,,,,,TRGV123,,,,,,5,Color,Negro,,1,,,,,,,,
53192,variation,,Tubo rectangular galvanizado 50x20x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV124,,,,,,2,Color,Oxido,,1,,,,,,,,
53193,variation,,Tubo rectangular galvanizado 50x20x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV124,,,,,,3,Color,Hierro,,1,,,,,,,,
53194,variation,,Tubo rectangular galvanizado 50x20x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV124,,,,,,4,Color,Blanco,,1,,,,,,,,
53195,variation,,Tubo rectangular galvanizado 50x20x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV124,,,,,,5,Color,Negro,,1,,,,,,,,
53191,variation,,Tubo rectangular galvanizado 50x20x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,92",,,,,,,TRGV124,,,,,,1,Color,Personalizado,,1,,,,,,,,
53196,variation,,Tubo rectangular galvanizado 50x25x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV125,,,,,,1,Color,Personalizado,,1,,,,,,,,
53197,variation,,Tubo rectangular galvanizado 50x25x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV125,,,,,,2,Color,Oxido,,1,,,,,,,,
53198,variation,,Tubo rectangular galvanizado 50x25x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV125,,,,,,3,Color,Hierro,,1,,,,,,,,
53199,variation,,Tubo rectangular galvanizado 50x25x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV125,,,,,,4,Color,Blanco,,1,,,,,,,,
53200,variation,,Tubo rectangular galvanizado 50x25x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV125,,,,,,5,Color,Negro,,1,,,,,,,,
53202,variation,,Tubo rectangular galvanizado 50x25x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,1",,,,,,,TRGV126,,,,,,2,Color,Oxido,,1,,,,,,,,
53203,variation,,Tubo rectangular galvanizado 50x25x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,1",,,,,,,TRGV126,,,,,,3,Color,Hierro,,1,,,,,,,,
53204,variation,,Tubo rectangular galvanizado 50x25x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,1",,,,,,,TRGV126,,,,,,4,Color,Blanco,,1,,,,,,,,
53205,variation,,Tubo rectangular galvanizado 50x25x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,1",,,,,,,TRGV126,,,,,,5,Color,Negro,,1,,,,,,,,
53201,variation,,Tubo rectangular galvanizado 50x25x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"17,1",,,,,,,TRGV126,,,,,,1,Color,Personalizado,,1,,,,,,,,
53206,variation,,Tubo rectangular galvanizado 50x30x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV127,,,,,,1,Color,Personalizado,,1,,,,,,,,
53207,variation,,Tubo rectangular galvanizado 50x30x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV127,,,,,,2,Color,Oxido,,1,,,,,,,,
53208,variation,,Tubo rectangular galvanizado 50x30x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV127,,,,,,3,Color,Hierro,,1,,,,,,,,
53209,variation,,Tubo rectangular galvanizado 50x30x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV127,,,,,,4,Color,Blanco,,1,,,,,,,,
53210,variation,,Tubo rectangular galvanizado 50x30x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV127,,,,,,5,Color,Negro,,1,,,,,,,,
53214,variation,,Tubo rectangular galvanizado 50x30x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV128,,,,,,4,Color,Blanco,,1,,,,,,,,
53215,variation,,Tubo rectangular galvanizado 50x30x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV128,,,,,,5,Color,Negro,,1,,,,,,,,
53211,variation,,Tubo rectangular galvanizado 50x30x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV128,,,,,,1,Color,Personalizado,,1,,,,,,,,
53212,variation,,Tubo rectangular galvanizado 50x30x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV128,,,,,,2,Color,Oxido,,1,,,,,,,,
53213,variation,,Tubo rectangular galvanizado 50x30x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV128,,,,,,3,Color,Hierro,,1,,,,,,,,
53216,variation,,Tubo rectangular galvanizado 50x40x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV129,,,,,,1,Color,Personalizado,,1,,,,,,,,
53217,variation,,Tubo rectangular galvanizado 50x40x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV129,,,,,,2,Color,Oxido,,1,,,,,,,,
53218,variation,,Tubo rectangular galvanizado 50x40x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV129,,,,,,3,Color,Hierro,,1,,,,,,,,
53219,variation,,Tubo rectangular galvanizado 50x40x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV129,,,,,,4,Color,Blanco,,1,,,,,,,,
53220,variation,,Tubo rectangular galvanizado 50x40x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV129,,,,,,5,Color,Negro,,1,,,,,,,,
53224,variation,,Tubo rectangular galvanizado 50x40x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV130,,,,,,4,Color,Blanco,,1,,,,,,,,
53225,variation,,Tubo rectangular galvanizado 50x40x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV130,,,,,,5,Color,Negro,,1,,,,,,,,
53221,variation,,Tubo rectangular galvanizado 50x40x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV130,,,,,,1,Color,Personalizado,,1,,,,,,,,
53222,variation,,Tubo rectangular galvanizado 50x40x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV130,,,,,,2,Color,Oxido,,1,,,,,,,,
53223,variation,,Tubo rectangular galvanizado 50x40x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV130,,,,,,3,Color,Hierro,,1,,,,,,,,
53227,variation,,Tubo rectangular galvanizado 50x40x3 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV131,,,,,,2,Color,Oxido,,1,,,,,,,,
53228,variation,,Tubo rectangular galvanizado 50x40x3 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV131,,,,,,3,Color,Hierro,,1,,,,,,,,
53229,variation,,Tubo rectangular galvanizado 50x40x3 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV131,,,,,,4,Color,Blanco,,1,,,,,,,,
53230,variation,,Tubo rectangular galvanizado 50x40x3 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV131,,,,,,5,Color,Negro,,1,,,,,,,,
53226,variation,,Tubo rectangular galvanizado 50x40x3 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV131,,,,,,1,Color,Personalizado,,1,,,,,,,,
53231,variation,,Tubo rectangular galvanizado 60x10x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV132,,,,,,1,Color,Personalizado,,1,,,,,,,,
53232,variation,,Tubo rectangular galvanizado 60x10x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV132,,,,,,2,Color,Oxido,,1,,,,,,,,
53233,variation,,Tubo rectangular galvanizado 60x10x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV132,,,,,,3,Color,Hierro,,1,,,,,,,,
53234,variation,,Tubo rectangular galvanizado 60x10x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV132,,,,,,4,Color,Blanco,,1,,,,,,,,
53235,variation,,Tubo rectangular galvanizado 60x10x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"12,08",,,,,,,TRGV132,,,,,,5,Color,Negro,,1,,,,,,,,
53238,variation,,Tubo rectangular galvanizado 60x15x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV133,,,,,,3,Color,Hierro,,1,,,,,,,,
53239,variation,,Tubo rectangular galvanizado 60x15x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV133,,,,,,4,Color,Blanco,,1,,,,,,,,
53240,variation,,Tubo rectangular galvanizado 60x15x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV133,,,,,,5,Color,Negro,,1,,,,,,,,
53236,variation,,Tubo rectangular galvanizado 60x15x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV133,,,,,,1,Color,Personalizado,,1,,,,,,,,
53237,variation,,Tubo rectangular galvanizado 60x15x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,04",,,,,,,TRGV133,,,,,,2,Color,Oxido,,1,,,,,,,,
53241,variation,,Tubo rectangular galvanizado 60x20x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV134,,,,,,1,Color,Personalizado,,1,,,,,,,,
53242,variation,,Tubo rectangular galvanizado 60x20x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV134,,,,,,2,Color,Oxido,,1,,,,,,,,
53243,variation,,Tubo rectangular galvanizado 60x20x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV134,,,,,,3,Color,Hierro,,1,,,,,,,,
53244,variation,,Tubo rectangular galvanizado 60x20x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV134,,,,,,4,Color,Blanco,,1,,,,,,,,
53245,variation,,Tubo rectangular galvanizado 60x20x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"13,92",,,,,,,TRGV134,,,,,,5,Color,Negro,,1,,,,,,,,
53250,variation,,Tubo rectangular galvanizado 60x20x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV135,,,,,,5,Color,Negro,,1,,,,,,,,
53248,variation,,Tubo rectangular galvanizado 60x20x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV135,,,,,,3,Color,Hierro,,1,,,,,,,,
53249,variation,,Tubo rectangular galvanizado 60x20x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV135,,,,,,4,Color,Blanco,,1,,,,,,,,
53246,variation,,Tubo rectangular galvanizado 60x20x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV135,,,,,,1,Color,Personalizado,,1,,,,,,,,
53247,variation,,Tubo rectangular galvanizado 60x20x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,36",,,,,,,TRGV135,,,,,,2,Color,Oxido,,1,,,,,,,,
53251,variation,,Tubo rectangular galvanizado 60x25x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,82",,,,,,,TRGV136,,,,,,1,Color,Personalizado,,1,,,,,,,,
53252,variation,,Tubo rectangular galvanizado 60x25x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,82",,,,,,,TRGV136,,,,,,2,Color,Oxido,,1,,,,,,,,
53253,variation,,Tubo rectangular galvanizado 60x25x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,82",,,,,,,TRGV136,,,,,,3,Color,Hierro,,1,,,,,,,,
53254,variation,,Tubo rectangular galvanizado 60x25x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,82",,,,,,,TRGV136,,,,,,4,Color,Blanco,,1,,,,,,,,
53255,variation,,Tubo rectangular galvanizado 60x25x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"14,82",,,,,,,TRGV136,,,,,,5,Color,Negro,,1,,,,,,,,
53258,variation,,Tubo rectangular galvanizado 60x30x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV137,,,,,,3,Color,Hierro,,1,,,,,,,,
53259,variation,,Tubo rectangular galvanizado 60x30x1.5 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV137,,,,,,4,Color,Blanco,,1,,,,,,,,
53260,variation,,Tubo rectangular galvanizado 60x30x1.5 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV137,,,,,,5,Color,Negro,,1,,,,,,,,
53256,variation,,Tubo rectangular galvanizado 60x30x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV137,,,,,,1,Color,Personalizado,,1,,,,,,,,
53257,variation,,Tubo rectangular galvanizado 60x30x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"15,78",,,,,,,TRGV137,,,,,,2,Color,Oxido,,1,,,,,,,,
53261,variation,,Tubo rectangular galvanizado 60x30x2 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV138,,,,,,1,Color,Personalizado,,1,,,,,,,,
53262,variation,,Tubo rectangular galvanizado 60x30x2 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV138,,,,,,2,Color,Oxido,,1,,,,,,,,
53263,variation,,Tubo rectangular galvanizado 60x30x2 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV138,,,,,,3,Color,Hierro,,1,,,,,,,,
53264,variation,,Tubo rectangular galvanizado 60x30x2 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV138,,,,,,4,Color,Blanco,,1,,,,,,,,
53265,variation,,Tubo rectangular galvanizado 60x30x2 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"20,74",,,,,,,TRGV138,,,,,,5,Color,Negro,,1,,,,,,,,
53268,variation,,Tubo rectangular galvanizado 60x30x3 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV139,,,,,,3,Color,Hierro,,1,,,,,,,,
53269,variation,,Tubo rectangular galvanizado 60x30x3 - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV139,,,,,,4,Color,Blanco,,1,,,,,,,,
53270,variation,,Tubo rectangular galvanizado 60x30x3 - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV139,,,,,,5,Color,Negro,,1,,,,,,,,
53266,variation,,Tubo rectangular galvanizado 60x30x3 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV139,,,,,,1,Color,Personalizado,,1,,,,,,,,
53267,variation,,Tubo rectangular galvanizado 60x30x3 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"29,02",,,,,,,TRGV139,,,,,,2,Color,Oxido,,1,,,,,,,,
53271,variation,,Tubo rectangular galvanizado 60x40x1.5 - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,92",,,,,,,TRGV140,,,,,,1,Color,Personalizado,,1,,,,,,,,
53272,variation,,Tubo rectangular galvanizado 60x40x1.5 - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,92",,,,,,,TRGV140,,,,,,2,Color,Oxido,,1,,,,,,,,
53273,variation,,Tubo rectangular galvanizado 60x40x1.5 - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"18,92",,,,,,,TRGV140,,,,,,3,Color,Hierro,,1,,,,,,,,
