ID,Tipo,Descripción corta,Descripción,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo por defecto 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3
12865,variable,Pletina de hierro de 20x10 mm,Pletina de hierro de 20x10 mm. Calidad: S275JR,160,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12866,variable,Pletina de hierro de 25x3 mm,Pletina de hierro de 25x3 mm. Calidad: S275JR,176,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12867,variable,Pletina de hierro de 25x4 mm,Pletina de hierro de 25x4 mm. Calidad: S275JR,177,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12868,variable,Pletina de hierro de 25X5 mm,Pletina de hierro de 25X5 mm. Calidad: S275JR,178,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12869,variable,Pletina de hierro de 25X6 mm,Pletina de hierro de 25X6 mm. Calidad: S275JR,179,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12870,variable,Pletina de hierro de 25x7 mm,Pletina de hierro de 25x7 mm. Calidad: S275JR,180,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12871,variable,Pletina de hierro de 25x8 mm,Pletina de hierro de 25x8 mm. Calidad: S275JR,181,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12872,variable,Pletina de hierro de 25x10 mm,Pletina de hierro de 25x10 mm. Calidad: S275JR,174,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12873,variable,Pletina de hierro de 25x12 mm,Pletina de hierro de 25x12 mm. Calidad: S275JR,175,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12874,variable,Pletina de hierro de 30x3 mm,Pletina de hierro de 30x3 mm. Calidad: S275JR,193,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12875,variable,Pletina de hierro de 30x4 mm,Pletina de hierro de 30x4 mm. Calidad: S275JR,194,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12876,variable,Pletina de hierro de 30x5 mm,Pletina de hierro de 30x5 mm. Calidad: S275JR,195,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12877,variable,Pletina de hierro de 30x6 mm,Pletina de hierro de 30x6 mm. Calidad: S275JR,196,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12878,variable,Pletina de hierro de 30x7 mm,Pletina de hierro de 30x7 mm. Calidad: S275JR,197,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12879,variable,Pletina de hierro de 30x8 mm,Pletina de hierro de 30x8 mm. Calidad: S275JR,198,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12880,variable,Pletina de hierro de 30x10 mm,Pletina de hierro de 30x10 mm. Calidad: S275JR,189,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12881,variable,Pletina de hierro de 30x12 mm,Pletina de hierro de 30x12 mm. Calidad: S275JR,190,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12882,variable,Pletina de hierro de 30x14 mm,Pletina de hierro de 30x14 mm. Calidad: S275JR,191,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12883,variable,Pletina de hierro de 30x15 mm,Pletina de hierro de 30x15 mm. Calidad: S275JR,192,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12884,variable,Pletina de hierro de 35x3 mm,Pletina de hierro de 35x3 mm. Calidad: S275JR,212,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12885,variable,Pletina de hierro de 35x4 mm,Pletina de hierro de 35x4 mm. Calidad: S275JR,213,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12886,variable,Pletina de hierro de 35x5 mm,Pletina de hierro de 35x5 mm. Calidad: S275JR,214,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12887,variable,Pletina de hierro de 35x6 mm,Pletina de hierro de 35x6 mm. Calidad: S275JR,215,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12888,variable,Pletina de hierro de 35x7 mm,Pletina de hierro de 35x7 mm. Calidad: S275JR,216,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12889,variable,Pletina de hierro de 35x8 mm,Pletina de hierro de 35x8 mm. Calidad: S275JR,217,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12890,variable,Pletina de hierro de 35x10 mm,Pletina de hierro de 35x10 mm. Calidad: S275JR,205,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
50956,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50957,variation,,,2,Color,Oxido,,1,,,,,,,,,
50958,variation,,,3,Color,Hierro,,1,,,,,,,,,
50959,variation,,,4,Color,Blanco,,1,,,,,,,,,
50960,variation,,,5,Color,Negro,,1,,,,,,,,,
50961,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50962,variation,,,2,Color,Oxido,,1,,,,,,,,,
50963,variation,,,3,Color,Hierro,,1,,,,,,,,,
50964,variation,,,4,Color,Blanco,,1,,,,,,,,,
50965,variation,,,5,Color,Negro,,1,,,,,,,,,
50966,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50967,variation,,,2,Color,Oxido,,1,,,,,,,,,
50968,variation,,,3,Color,Hierro,,1,,,,,,,,,
50969,variation,,,4,Color,Blanco,,1,,,,,,,,,
50970,variation,,,5,Color,Negro,,1,,,,,,,,,
50971,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50972,variation,,,12,Color,Oxido,,1,,,,,,,,,
50973,variation,,,17,Color,Hierro,,1,,,,,,,,,
50974,variation,,,23,Color,Blanco,,1,,,,,,,,,
50975,variation,,,29,Color,Negro,,1,,,,,,,,,
50980,variation,,,5,Color,Negro,,1,,,,,,,,,
50976,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50977,variation,,,2,Color,Oxido,,1,,,,,,,,,
50978,variation,,,3,Color,Hierro,,1,,,,,,,,,
50979,variation,,,4,Color,Blanco,,1,,,,,,,,,
50981,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50982,variation,,,2,Color,Oxido,,1,,,,,,,,,
50983,variation,,,3,Color,Hierro,,1,,,,,,,,,
50984,variation,,,4,Color,Blanco,,1,,,,,,,,,
50985,variation,,,5,Color,Negro,,1,,,,,,,,,
50987,variation,,,2,Color,Oxido,,1,,,,,,,,,
50988,variation,,,3,Color,Hierro,,1,,,,,,,,,
50989,variation,,,4,Color,Blanco,,1,,,,,,,,,
50990,variation,,,5,Color,Negro,,1,,,,,,,,,
50986,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50991,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50992,variation,,,2,Color,Oxido,,1,,,,,,,,,
50993,variation,,,3,Color,Hierro,,1,,,,,,,,,
50994,variation,,,4,Color,Blanco,,1,,,,,,,,,
50995,variation,,,5,Color,Negro,,1,,,,,,,,,
50996,variation,,,1,Color,Personalizado,,1,,,,,,,,,
50997,variation,,,2,Color,Oxido,,1,,,,,,,,,
50998,variation,,,3,Color,Hierro,,1,,,,,,,,,
50999,variation,,,4,Color,Blanco,,1,,,,,,,,,
51000,variation,,,5,Color,Negro,,1,,,,,,,,,
51001,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51002,variation,,,2,Color,Oxido,,1,,,,,,,,,
51003,variation,,,3,Color,Hierro,,1,,,,,,,,,
51004,variation,,,4,Color,Blanco,,1,,,,,,,,,
51005,variation,,,5,Color,Negro,,1,,,,,,,,,
51010,variation,,,5,Color,Negro,,1,,,,,,,,,
51006,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51007,variation,,,2,Color,Oxido,,1,,,,,,,,,
51008,variation,,,3,Color,Hierro,,1,,,,,,,,,
51009,variation,,,4,Color,Blanco,,1,,,,,,,,,
51014,variation,,,4,Color,Blanco,,1,,,,,,,,,
51015,variation,,,5,Color,Negro,,1,,,,,,,,,
51011,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51012,variation,,,2,Color,Oxido,,1,,,,,,,,,
51013,variation,,,3,Color,Hierro,,1,,,,,,,,,
51016,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51017,variation,,,2,Color,Oxido,,1,,,,,,,,,
51018,variation,,,3,Color,Hierro,,1,,,,,,,,,
51019,variation,,,4,Color,Blanco,,1,,,,,,,,,
51020,variation,,,5,Color,Negro,,1,,,,,,,,,
51021,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51022,variation,,,2,Color,Oxido,,1,,,,,,,,,
51023,variation,,,3,Color,Hierro,,1,,,,,,,,,
51024,variation,,,4,Color,Blanco,,1,,,,,,,,,
51025,variation,,,5,Color,Negro,,1,,,,,,,,,
51026,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51027,variation,,,2,Color,Oxido,,1,,,,,,,,,
51028,variation,,,3,Color,Hierro,,1,,,,,,,,,
51029,variation,,,4,Color,Blanco,,1,,,,,,,,,
51030,variation,,,5,Color,Negro,,1,,,,,,,,,
51031,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51032,variation,,,2,Color,Oxido,,1,,,,,,,,,
51033,variation,,,3,Color,Hierro,,1,,,,,,,,,
51034,variation,,,4,Color,Blanco,,1,,,,,,,,,
51035,variation,,,5,Color,Negro,,1,,,,,,,,,
51040,variation,,,5,Color,Negro,,1,,,,,,,,,
51036,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51037,variation,,,2,Color,Oxido,,1,,,,,,,,,
51038,variation,,,3,Color,Hierro,,1,,,,,,,,,
51039,variation,,,4,Color,Blanco,,1,,,,,,,,,
51042,variation,,,2,Color,Oxido,,1,,,,,,,,,
51043,variation,,,3,Color,Hierro,,1,,,,,,,,,
51044,variation,,,4,Color,Blanco,,1,,,,,,,,,
51045,variation,,,5,Color,Negro,,1,,,,,,,,,
51041,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51046,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51047,variation,,,2,Color,Oxido,,1,,,,,,,,,
51048,variation,,,3,Color,Hierro,,1,,,,,,,,,
51049,variation,,,4,Color,Blanco,,1,,,,,,,,,
51050,variation,,,5,Color,Negro,,1,,,,,,,,,
51051,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51052,variation,,,2,Color,Oxido,,1,,,,,,,,,
51053,variation,,,3,Color,Hierro,,1,,,,,,,,,
51054,variation,,,4,Color,Blanco,,1,,,,,,,,,
51055,variation,,,5,Color,Negro,,1,,,,,,,,,
51056,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51057,variation,,,2,Color,Oxido,,1,,,,,,,,,
51058,variation,,,3,Color,Hierro,,1,,,,,,,,,
51059,variation,,,4,Color,Blanco,,1,,,,,,,,,
51060,variation,,,5,Color,Negro,,1,,,,,,,,,
51061,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51062,variation,,,2,Color,Oxido,,1,,,,,,,,,
51063,variation,,,3,Color,Hierro,,1,,,,,,,,,
51064,variation,,,4,Color,Blanco,,1,,,,,,,,,
51065,variation,,,5,Color,Negro,,1,,,,,,,,,
51070,variation,,,5,Color,Negro,,1,,,,,,,,,
51066,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51067,variation,,,2,Color,Oxido,,1,,,,,,,,,
51068,variation,,,3,Color,Hierro,,1,,,,,,,,,
51069,variation,,,4,Color,Blanco,,1,,,,,,,,,
51071,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51072,variation,,,2,Color,Oxido,,1,,,,,,,,,
51073,variation,,,3,Color,Hierro,,1,,,,,,,,,
51074,variation,,,4,Color,Blanco,,1,,,,,,,,,
51075,variation,,,5,Color,Negro,,1,,,,,,,,,
51076,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51077,variation,,,2,Color,Oxido,,1,,,,,,,,,
51078,variation,,,3,Color,Hierro,,1,,,,,,,,,
51079,variation,,,4,Color,Blanco,,1,,,,,,,,,
51080,variation,,,5,Color,Negro,,1,,,,,,,,,
51083,variation,,,3,Color,Hierro,,1,,,,,,,,,
51084,variation,,,4,Color,Blanco,,1,,,,,,,,,
51085,variation,,,5,Color,Negro,,1,,,,,,,,,
51081,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51082,variation,,,2,Color,Oxido,,1,,,,,,,,,
51086,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51087,variation,,,2,Color,Oxido,,1,,,,,,,,,
51088,variation,,,3,Color,Hierro,,1,,,,,,,,,
51089,variation,,,4,Color,Blanco,,1,,,,,,,,,
51090,variation,,,5,Color,Negro,,1,,,,,,,,,
51095,variation,,,5,Color,Negro,,1,,,,,,,,,
51091,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51092,variation,,,2,Color,Oxido,,1,,,,,,,,,
51093,variation,,,3,Color,Hierro,,1,,,,,,,,,
51094,variation,,,4,Color,Blanco,,1,,,,,,,,,
51100,variation,,,5,Color,Negro,,1,,,,,,,,,
51096,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51097,variation,,,2,Color,Oxido,,1,,,,,,,,,
51098,variation,,,3,Color,Hierro,,1,,,,,,,,,
51099,variation,,,4,Color,Blanco,,1,,,,,,,,,
51105,variation,,,5,Color,Negro,,1,,,,,,,,,
51101,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51102,variation,,,2,Color,Oxido,,1,,,,,,,,,
51103,variation,,,3,Color,Hierro,,1,,,,,,,,,
51104,variation,,,4,Color,Blanco,,1,,,,,,,,,
51106,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51107,variation,,,2,Color,Oxido,,1,,,,,,,,,
51108,variation,,,3,Color,Hierro,,1,,,,,,,,,
51109,variation,,,4,Color,Blanco,,1,,,,,,,,,
51110,variation,,,5,Color,Negro,,1,,,,,,,,,
51111,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51112,variation,,,2,Color,Oxido,,1,,,,,,,,,
51113,variation,,,3,Color,Hierro,,1,,,,,,,,,
51114,variation,,,4,Color,Blanco,,1,,,,,,,,,
51115,variation,,,5,Color,Negro,,1,,,,,,,,,
51120,variation,,,5,Color,Negro,,1,,,,,,,,,
51116,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51117,variation,,,2,Color,Oxido,,1,,,,,,,,,
51118,variation,,,3,Color,Hierro,,1,,,,,,,,,
51119,variation,,,4,Color,Blanco,,1,,,,,,,,,
51121,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51122,variation,,,2,Color,Oxido,,1,,,,,,,,,
51123,variation,,,3,Color,Hierro,,1,,,,,,,,,
51124,variation,,,4,Color,Blanco,,1,,,,,,,,,
51125,variation,,,5,Color,Negro,,1,,,,,,,,,
51130,variation,,,5,Color,Negro,,1,,,,,,,,,
51126,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51127,variation,,,2,Color,Oxido,,1,,,,,,,,,
51128,variation,,,3,Color,Hierro,,1,,,,,,,,,
51129,variation,,,4,Color,Blanco,,1,,,,,,,,,
51131,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51132,variation,,,2,Color,Oxido,,1,,,,,,,,,
51133,variation,,,3,Color,Hierro,,1,,,,,,,,,
51134,variation,,,4,Color,Blanco,,1,,,,,,,,,
51135,variation,,,5,Color,Negro,,1,,,,,,,,,
51137,variation,,,2,Color,Oxido,,1,,,,,,,,,
51138,variation,,,3,Color,Hierro,,1,,,,,,,,,
51139,variation,,,4,Color,Blanco,,1,,,,,,,,,
51140,variation,,,5,Color,Negro,,1,,,,,,,,,
51136,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51141,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51142,variation,,,2,Color,Oxido,,1,,,,,,,,,
51143,variation,,,3,Color,Hierro,,1,,,,,,,,,
51144,variation,,,4,Color,Blanco,,1,,,,,,,,,
51145,variation,,,5,Color,Negro,,1,,,,,,,,,
51150,variation,,,5,Color,Negro,,1,,,,,,,,,
51146,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51147,variation,,,2,Color,Oxido,,1,,,,,,,,,
51148,variation,,,3,Color,Hierro,,1,,,,,,,,,
51149,variation,,,4,Color,Blanco,,1,,,,,,,,,
51151,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51152,variation,,,2,Color,Oxido,,1,,,,,,,,,
51153,variation,,,3,Color,Hierro,,1,,,,,,,,,
51154,variation,,,4,Color,Blanco,,1,,,,,,,,,
51155,variation,,,5,Color,Negro,,1,,,,,,,,,
51160,variation,,,5,Color,Negro,,1,,,,,,,,,
51156,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51157,variation,,,2,Color,Oxido,,1,,,,,,,,,
51158,variation,,,3,Color,Hierro,,1,,,,,,,,,
51159,variation,,,4,Color,Blanco,,1,,,,,,,,,
51161,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51162,variation,,,2,Color,Oxido,,1,,,,,,,,,
51163,variation,,,3,Color,Hierro,,1,,,,,,,,,
51164,variation,,,4,Color,Blanco,,1,,,,,,,,,
51165,variation,,,5,Color,Negro,,1,,,,,,,,,
51166,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51167,variation,,,2,Color,Oxido,,1,,,,,,,,,
51168,variation,,,3,Color,Hierro,,1,,,,,,,,,
51169,variation,,,4,Color,Blanco,,1,,,,,,,,,
51170,variation,,,5,Color,Negro,,1,,,,,,,,,
51171,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51172,variation,,,2,Color,Oxido,,1,,,,,,,,,
51173,variation,,,3,Color,Hierro,,1,,,,,,,,,
51174,variation,,,4,Color,Blanco,,1,,,,,,,,,
51175,variation,,,5,Color,Negro,,1,,,,,,,,,
51180,variation,,,5,Color,Negro,,1,,,,,,,,,
51176,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51177,variation,,,2,Color,Oxido,,1,,,,,,,,,
51178,variation,,,3,Color,Hierro,,1,,,,,,,,,
51179,variation,,,4,Color,Blanco,,1,,,,,,,,,
51181,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51182,variation,,,2,Color,Oxido,,1,,,,,,,,,
51183,variation,,,3,Color,Hierro,,1,,,,,,,,,
51184,variation,,,4,Color,Blanco,,1,,,,,,,,,
51185,variation,,,5,Color,Negro,,1,,,,,,,,,
51190,variation,,,5,Color,Negro,,1,,,,,,,,,
51186,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51187,variation,,,2,Color,Oxido,,1,,,,,,,,,
51188,variation,,,3,Color,Hierro,,1,,,,,,,,,
51189,variation,,,4,Color,Blanco,,1,,,,,,,,,
51194,variation,,,4,Color,Blanco,,1,,,,,,,,,
51195,variation,,,5,Color,Negro,,1,,,,,,,,,
51191,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51192,variation,,,2,Color,Oxido,,1,,,,,,,,,
51193,variation,,,3,Color,Hierro,,1,,,,,,,,,
51200,variation,,,5,Color,Negro,,1,,,,,,,,,
51196,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51197,variation,,,2,Color,Oxido,,1,,,,,,,,,
51198,variation,,,3,Color,Hierro,,1,,,,,,,,,
51199,variation,,,4,Color,Blanco,,1,,,,,,,,,
51205,variation,,,5,Color,Negro,,1,,,,,,,,,
51201,variation,,,1,Color,Personalizado,,1,,,,,,,,,
51202,variation,,,2,Color,Oxido,,1,,,,,,,,,
51203,variation,,,3,Color,Hierro,,1,,,,,,,,,
51204,variation,,,4,Color,Blanco,,1,,,,,,,,,
12891,variable,Pletina de hierro de 35x12 mm,Pletina de hierro de 35x12 mm. Calidad: S275JR,206,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12892,variable,Pletina de hierro de 35x14 mm,Pletina de hierro de 35x14 mm. Calidad: S275JR,207,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12893,variable,Pletina de hierro de 35x15 mm,Pletina de hierro de 35x15 mm. Calidad: S275JR,208,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12894,variable,Pletina de hierro de 35x16 mm,Pletina de hierro de 35x16 mm. Calidad: S275JR,209,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12895,variable,Pletina de hierro de 35x18 mm,Pletina de hierro de 35x18 mm. Calidad: S275JR,210,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12896,variable,Pletina de hierro de 35x20 mm,Pletina de hierro de 35x20 mm. Calidad: S275JR,211,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12897,variable,Pletina de hierro de 40x3 mm,Pletina de hierro de 40x3 mm. Calidad: S275JR,232,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12898,variable,Pletina de hierro de 40x4 mm,Pletina de hierro de 40x4 mm. Calidad: S275JR,234,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12899,variable,Pletina de hierro de 40x5 mm,Pletina de hierro de 40x5 mm. Calidad: S275JR,235,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12900,variable,Pletina de hierro de 40x6 mm,Pletina de hierro de 40x6 mm. Calidad: S275JR,236,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12901,variable,Pletina de hierro de 40x7 mm,Pletina de hierro de 40x7 mm. Calidad: S275JR,237,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12902,variable,Pletina de hierro de 40x8 mm,Pletina de hierro de 40x8 mm. Calidad: S275JR,238,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12903,variable,Pletina de hierro de 40x10 mm,Pletina de hierro de 40x10 mm. Calidad: S275JR,224,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12904,variable,Pletina de hierro de 40x12 mm,Pletina de hierro de 40x12 mm. Calidad: S275JR,225,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12905,variable,Pletina de hierro de 40x14 mm,Pletina de hierro de 40x14 mm. Calidad: S275JR,226,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12906,variable,Pletina de hierro de 40x15 mm,Pletina de hierro de 40x15 mm. Calidad: S275JR,227,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12907,variable,Pletina de hierro de 40x16 mm,Pletina de hierro de 40x16 mm. Calidad: S275JR,228,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12908,variable,Pletina de hierro de 40x18 mm,Pletina de hierro de 40x18 mm. Calidad: S275JR,229,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12909,variable,Pletina de hierro de 40x20 mm,Pletina de hierro de 40x20 mm. Calidad: S275JR,230,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12910,variable,Pletina de hierro de 40x25 mm,Pletina de hierro de 40x25 mm. Calidad: S275JR,231,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12911,variable,Pletina de hierro de 40x30 mm,Pletina de hierro de 40x30 mm. Calidad: S275JR,233,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12912,variable,Pletina de hierro de 45x3 mm,Pletina de hierro de 45x3 mm. Calidad: S275JR,247,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12913,variable,Pletina de hierro de 45x4 mm,Pletina de hierro de 45x4 mm. Calidad: S275JR,249,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12914,variable,Pletina de hierro de 45x5 mm,Pletina de hierro de 45x5 mm. Calidad: S275JR,250,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
12915,variable,Pletina de hierro de 45x6 mm,Pletina de hierro de 45x6 mm. Calidad: S275JR,251,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S275JR,1,1,Corte a medida,Disponible,1,1
