ID,Tipo,"Descripción corta",Descripción,Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Atributo por defecto 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3"
12841,variable,"Pletina de hierro de 10x3 mm","Pletina de hierro de 10x3 mm. Calidad: S275JR",50,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12842,variable,"Pletina de hierro de 10x4 mm","Pletina de hierro de 10x4 mm. Calidad: S275JR",51,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12843,variable,"Pletina de hierro de 10x5 mm","Pletina de hierro de 10x5 mm. Calidad: S275JR",52,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12844,variable,"Pletina de hierro de 10x6 mm","Pletina de hierro de 10x6 mm. Calidad: S275JR",53,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,
12845,variable,"Pletina de hierro de 12x3 mm","Pletina de hierro de 12x3 mm. Calidad: S275JR",77,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12846,variable,"Pletina de hierro de 12x5 mm","Pletina de hierro de 12x5 mm. Calidad: S275JR",78,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12847,variable,"Pletina de hierro de 14x3 mm","Pletina de hierro de 14x3 mm. Calidad: S275JR",103,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12848,variable,"Pletina de hierro de 14x4 mm","Pletina de hierro de 14x4 mm. Calidad: S275JR",104,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12849,variable,"Pletina de hierro de 14x5 mm","Pletina de hierro de 14x5 mm. Calidad: S275JR",105,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12850,variable,"Pletina de hierro de 14x6 mm","Pletina de hierro de 14x6 mm. Calidad: S275JR",106,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12851,variable,"Pletina de hierro de 16x3 mm","Pletina de hierro de 16x3 mm. Calidad: S275JR",130,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12852,variable,"Pletina de hierro de 16x4 mm","Pletina de hierro de 16x4 mm. Calidad: S275JR",131,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12853,variable,"Pletina de hierro de 16x5 mm","Pletina de hierro de 16x5 mm. Calidad: S275JR",132,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12854,variable,"Pletina de hierro de 16x6 mm","Pletina de hierro de 16x6 mm. Calidad: S275JR",133,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12855,variable,"Pletina de hierro de 18x3 mm","Pletina de hierro de 18x3 mm. Calidad: S275JR",145,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12856,variable,"Pletina de hierro de 18x4 mm","Pletina de hierro de 18x4 mm. Calidad: S275JR",146,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12857,variable,"Pletina de hierro de 18x5 mm","Pletina de hierro de 18x5 mm. Calidad: S275JR",147,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12858,variable,"Pletina de hierro de 18x6 mm","Pletina de hierro de 18x6 mm. Calidad: S275JR",148,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12859,variable,"Pletina de hierro de 20x3 mm","Pletina de hierro de 20x3 mm. Calidad: S275JR",161,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12860,variable,"Pletina de hierro de 20x4 mm","Pletina de hierro de 20x4 mm. Calidad: S275JR",162,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12861,variable,"Pletina de hierro de 20x5 mm","Pletina de hierro de 20x5 mm. Calidad: S275JR",163,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12862,variable,"Pletina de hierro de 20x6 mm","Pletina de hierro de 20x6 mm. Calidad: S275JR",164,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12863,variable,"Pletina de hierro de 20x7 mm","Pletina de hierro de 20x7 mm. Calidad: S275JR",165,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12864,variable,"Pletina de hierro de 20x8 mm","Pletina de hierro de 20x8 mm. Calidad: S275JR",166,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12865,variable,"Pletina de hierro de 20x10 mm","Pletina de hierro de 20x10 mm. Calidad: S275JR",160,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12866,variable,"Pletina de hierro de 25x3 mm","Pletina de hierro de 25x3 mm. Calidad: S275JR",176,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12867,variable,"Pletina de hierro de 25x4 mm","Pletina de hierro de 25x4 mm. Calidad: S275JR",177,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12868,variable,"Pletina de hierro de 25X5 mm","Pletina de hierro de 25X5 mm. Calidad: S275JR",178,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12869,variable,"Pletina de hierro de 25X6 mm","Pletina de hierro de 25X6 mm. Calidad: S275JR",179,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12870,variable,"Pletina de hierro de 25x7 mm","Pletina de hierro de 25x7 mm. Calidad: S275JR",180,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12871,variable,"Pletina de hierro de 25x8 mm","Pletina de hierro de 25x8 mm. Calidad: S275JR",181,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12872,variable,"Pletina de hierro de 25x10 mm","Pletina de hierro de 25x10 mm. Calidad: S275JR",174,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12873,variable,"Pletina de hierro de 25x12 mm","Pletina de hierro de 25x12 mm. Calidad: S275JR",175,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12874,variable,"Pletina de hierro de 30x3 mm","Pletina de hierro de 30x3 mm. Calidad: S275JR",193,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12875,variable,"Pletina de hierro de 30x4 mm","Pletina de hierro de 30x4 mm. Calidad: S275JR",194,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12876,variable,"Pletina de hierro de 30x5 mm","Pletina de hierro de 30x5 mm. Calidad: S275JR",195,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12877,variable,"Pletina de hierro de 30x6 mm","Pletina de hierro de 30x6 mm. Calidad: S275JR",196,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12878,variable,"Pletina de hierro de 30x7 mm","Pletina de hierro de 30x7 mm. Calidad: S275JR",197,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12879,variable,"Pletina de hierro de 30x8 mm","Pletina de hierro de 30x8 mm. Calidad: S275JR",198,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12880,variable,"Pletina de hierro de 30x10 mm","Pletina de hierro de 30x10 mm. Calidad: S275JR",189,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12881,variable,"Pletina de hierro de 30x12 mm","Pletina de hierro de 30x12 mm. Calidad: S275JR",190,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12882,variable,"Pletina de hierro de 30x14 mm","Pletina de hierro de 30x14 mm. Calidad: S275JR",191,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12883,variable,"Pletina de hierro de 30x15 mm","Pletina de hierro de 30x15 mm. Calidad: S275JR",192,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12884,variable,"Pletina de hierro de 35x3 mm","Pletina de hierro de 35x3 mm. Calidad: S275JR",212,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12885,variable,"Pletina de hierro de 35x4 mm","Pletina de hierro de 35x4 mm. Calidad: S275JR",213,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12886,variable,"Pletina de hierro de 35x5 mm","Pletina de hierro de 35x5 mm. Calidad: S275JR",214,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12887,variable,"Pletina de hierro de 35x6 mm","Pletina de hierro de 35x6 mm. Calidad: S275JR",215,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12888,variable,"Pletina de hierro de 35x7 mm","Pletina de hierro de 35x7 mm. Calidad: S275JR",216,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12889,variable,"Pletina de hierro de 35x8 mm","Pletina de hierro de 35x8 mm. Calidad: S275JR",217,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
12890,variable,"Pletina de hierro de 35x10 mm","Pletina de hierro de 35x10 mm. Calidad: S275JR",205,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido
50956,variation,,,1,Color,Personalizado,,1,
50957,variation,,,2,Color,Oxido,,1,
50958,variation,,,3,Color,Hierro,,1,
50959,variation,,,4,Color,Blanco,,1,
50960,variation,,,5,Color,Negro,,1,
45819,variation,,,1,Color,,,1,
45820,variation,,,2,Color,,,1,
45821,variation,,,3,Color,,,1,
45822,variation,,,4,Color,,,1,
45823,variation,,,5,Color,,,1,
33188,variation,,,5,Color,,,1,
33189,variation,,,2,Color,,,1,
33190,variation,,,2,Color,,,1,
33191,variation,,,1,Color,,,1,
33192,variation,,,1,Color,,,1,
33186,variation,,,3,Color,,,1,
33187,variation,,,5,Color,,,1,
33183,variation,,,4,Color,,,1,
33184,variation,,,4,Color,,,1,
33185,variation,,,3,Color,,,1,
21069,variation,,,5,Color,,,1,
21070,variation,,,2,Color,,,1,
21071,variation,,,2,Color,,,1,
21072,variation,,,1,Color,,,1,
21073,variation,,,1,Color,,,1,
21066,variation,,,3,Color,,,1,
21067,variation,,,3,Color,,,1,
21068,variation,,,5,Color,,,1,
21064,variation,,,4,Color,,,1,
21065,variation,,,4,Color,,,1,
50961,variation,,,1,Color,Personalizado,,1,
50962,variation,,,2,Color,Oxido,,1,
50963,variation,,,3,Color,Hierro,,1,
50964,variation,,,4,Color,Blanco,,1,
50965,variation,,,5,Color,Negro,,1,
45826,variation,,,3,Color,,,1,
45827,variation,,,4,Color,,,1,
45828,variation,,,5,Color,,,1,
45824,variation,,,1,Color,,,1,
45825,variation,,,2,Color,,,1,
33195,variation,,,3,Color,,,1,
33196,variation,,,3,Color,,,1,
33197,variation,,,5,Color,,,1,
33198,variation,,,5,Color,,,1,
33199,variation,,,2,Color,,,1,
33200,variation,,,2,Color,,,1,
33201,variation,,,1,Color,,,1,
33202,variation,,,1,Color,,,1,
33193,variation,,,4,Color,,,1,
33194,variation,,,4,Color,,,1,
21074,variation,,,4,Color,,,1,
21075,variation,,,4,Color,,,1,
21076,variation,,,3,Color,,,1,
21077,variation,,,3,Color,,,1,
21078,variation,,,5,Color,,,1,
21079,variation,,,5,Color,,,1,
21080,variation,,,2,Color,,,1,
21081,variation,,,2,Color,,,1,
21082,variation,,,1,Color,,,1,
21083,variation,,,1,Color,,,1,
50966,variation,,,1,Color,Personalizado,,1,
50967,variation,,,2,Color,Oxido,,1,
50968,variation,,,3,Color,Hierro,,1,
50969,variation,,,4,Color,Blanco,,1,
50970,variation,,,5,Color,Negro,,1,
45829,variation,,,1,Color,,,1,
45830,variation,,,2,Color,,,1,
45831,variation,,,3,Color,,,1,
45832,variation,,,4,Color,,,1,
45833,variation,,,5,Color,,,1,
33210,variation,,,2,Color,,,1,
33211,variation,,,1,Color,,,1,
33212,variation,,,1,Color,,,1,
33203,variation,,,4,Color,,,1,
33204,variation,,,4,Color,,,1,
33205,variation,,,3,Color,,,1,
33206,variation,,,3,Color,,,1,
33207,variation,,,5,Color,,,1,
33208,variation,,,5,Color,,,1,
33209,variation,,,2,Color,,,1,
21086,variation,,,3,Color,,,1,
21087,variation,,,3,Color,,,1,
21088,variation,,,5,Color,,,1,
21089,variation,,,5,Color,,,1,
21090,variation,,,2,Color,,,1,
21091,variation,,,2,Color,,,1,
21092,variation,,,1,Color,,,1,
21093,variation,,,1,Color,,,1,
