ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
12621 saf,variable,TSRD101,Tubo redondo 10x1 mm,1,0,visible,Tubo redondo de hierro de 10x1 mm,Tubo redondo de hierro de 10x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.23,6000,10,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12622 saf,variable,TSRD102,Tubo redondo 12x1 mm,1,0,visible,Tubo redondo de hierro de 12x1 mm,Tubo redondo de hierro de 12x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.28,6000,12,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12623 saf,variable,TSRD103,Tubo redondo 12x1.5 mm,1,0,visible,Tubo redondo de hierro de 12x1.5 mm,Tubo redondo de hierro de 12x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.4,6000,12,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12624 saf,variable,TSRD104,Tubo redondo 13x1 mm,1,0,visible,Tubo redondo de hierro de 13x1 mm,Tubo redondo de hierro de 13x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.31,6000,13,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12625 saf,variable,TSRD105,Tubo redondo 13x1.5 mm,1,0,visible,Tubo redondo de hierro de 13x1.5 mm,Tubo redondo de hierro de 13x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.44,6000,13,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12626 saf,variable,TSRD106,Tubo redondo 14x1 mm,1,0,visible,Tubo redondo de hierro de 14x1 mm,Tubo redondo de hierro de 14x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.33,6000,14,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12627 saf,variable,TSRD107,Tubo redondo 14x1.5 mm,1,0,visible,Tubo redondo de hierro de 14x1.5 mm,Tubo redondo de hierro de 14x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.48,6000,14,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12628 saf,variable,TSRD108,Tubo redondo 14x2 mm,1,0,visible,Tubo redondo de hierro de 14x2 mm,Tubo redondo de hierro de 14x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,592,6000,14,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12629 saf,variable,TSRD109,Tubo redondo 15x1 mm,1,0,visible,Tubo redondo de hierro de 15x1 mm,Tubo redondo de hierro de 15x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.35,6000,15,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12630 saf,variable,TSRD110,Tubo redondo 15x1.5 mm,1,0,visible,Tubo redondo de hierro de 15x1.5 mm,Tubo redondo de hierro de 15x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.52,6000,15,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12631 saf,variable,TSRD111,Tubo redondo 16x1 mm,1,0,visible,Tubo redondo de hierro de 16x1 mm,Tubo redondo de hierro de 16x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.38,6000,16,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12632 saf,variable,TSRD112,Tubo redondo 16x1.5 mm,1,0,visible,Tubo redondo de hierro de 16x1.5 mm,Tubo redondo de hierro de 16x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.56,6000,16,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12633 saf,variable,TSRD113,Tubo redondo 16x2 mm,1,0,visible,Tubo redondo de hierro de 16x2 mm,Tubo redondo de hierro de 16x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.72,6000,16,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12634 saf,variable,TSRD114,Tubo redondo 18x1 mm,1,0,visible,Tubo redondo de hierro de 18x1 mm,Tubo redondo de hierro de 18x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,419,6000,18,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12635 saf,variable,TSRD115,Tubo redondo 18x1.5 mm,1,0,visible,Tubo redondo de hierro de 18x1.5 mm,Tubo redondo de hierro de 18x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.63,6000,18,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12636 saf,variable,TSRD116,Tubo redondo 18x2 mm,1,0,visible,Tubo redondo de hierro de 18x2 mm,Tubo redondo de hierro de 18x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.82,6000,18,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12637 saf,variable,TSRD117,Tubo redondo 19x1 mm,1,0,visible,Tubo redondo de hierro de 19x1 mm,Tubo redondo de hierro de 19x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.46,6000,19,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12638 saf,variable,TSRD118,Tubo redondo 19x1.5 mm,1,0,visible,Tubo redondo de hierro de 19x1.5 mm,Tubo redondo de hierro de 19x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.67,6000,19,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12639 saf,variable,TSRD119,Tubo redondo 19x2 mm,1,0,visible,Tubo redondo de hierro de 19x2 mm,Tubo redondo de hierro de 19x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.87,6000,19,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12640 saf,variable,TSRD120,Tubo redondo 20x1 mm,1,0,visible,Tubo redondo de hierro de 20x1 mm,Tubo redondo de hierro de 20x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.48,6000,20,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12641 saf,variable,TSRD121,Tubo redondo 20x1.5 mm,1,0,visible,Tubo redondo de hierro de 20x1.5 mm,Tubo redondo de hierro de 20x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.71,6000,20,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12642 saf,variable,TSRD122,Tubo redondo 20x2 mm,1,0,visible,Tubo redondo de hierro de 20x2 mm,Tubo redondo de hierro de 20x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.92,6000,20,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12643 saf,variable,TSRD123,Tubo redondo 22x1 mm,1,0,visible,Tubo redondo de hierro de 22x1 mm,Tubo redondo de hierro de 22x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.54,6000,22,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12644 saf,variable,TSRD124,Tubo redondo 22x1.5 mm,1,0,visible,Tubo redondo de hierro de 22x1.5 mm,Tubo redondo de hierro de 22x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.79,6000,22,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12645 saf,variable,TSRD125,Tubo redondo 22x2 mm,1,0,visible,Tubo redondo de hierro de 22x2 mm,Tubo redondo de hierro de 22x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.03,6000,22,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12646 saf,variable,TSRD126,Tubo redondo 25x1 mm,1,0,visible,Tubo redondo de hierro de 25x1 mm,Tubo redondo de hierro de 25x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.62,6000,25,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12647 saf,variable,TSRD127,Tubo redondo 25x1.5 mm,1,0,visible,Tubo redondo de hierro de 25x1.5 mm,Tubo redondo de hierro de 25x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.9,6000,25,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12648 saf,variable,TSRD128,Tubo redondo 25x2 mm,1,0,visible,Tubo redondo de hierro de 25x2 mm,Tubo redondo de hierro de 25x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.18,6000,25,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12649 saf,variable,TSRD129,Tubo redondo 26x2 mm,1,0,visible,Tubo redondo de hierro de 26x2 mm,Tubo redondo de hierro de 26x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.23,6000,26,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12650 saf,variable,TSRD130,Tubo redondo 28x1 mm,1,0,visible,Tubo redondo de hierro de 28x1 mm,Tubo redondo de hierro de 28x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.69,6000,28,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12651 saf,variable,TSRD131,Tubo redondo 28x1.5 mm,1,0,visible,Tubo redondo de hierro de 28x1.5 mm,Tubo redondo de hierro de 28x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.02,6000,28,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12652 saf,variable,TSRD132,Tubo redondo 28x2 mm,1,0,visible,Tubo redondo de hierro de 28x2 mm,Tubo redondo de hierro de 28x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.33,6000,28,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12653 saf,variable,TSRD133,Tubo redondo 30x1 mm,1,0,visible,Tubo redondo de hierro de 30x1 mm,Tubo redondo de hierro de 30x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.74,6000,30,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12654 saf,variable,TSRD134,Tubo redondo 30x1.5 mm,1,0,visible,Tubo redondo de hierro de 30x1.5 mm,Tubo redondo de hierro de 30x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.09,6000,30,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12655 saf,variable,TSRD135,Tubo redondo 30x2 mm,1,0,visible,Tubo redondo de hierro de 30x2 mm,Tubo redondo de hierro de 30x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.44,6000,30,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12656 saf,variable,TSRD136,Tubo redondo 32x1 mm,1,0,visible,Tubo redondo de hierro de 32x1 mm,Tubo redondo de hierro de 32x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.8,6000,32,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12657 saf,variable,TSRD137,Tubo redondo 32x1.5 mm,1,0,visible,Tubo redondo de hierro de 32x1.5 mm,Tubo redondo de hierro de 32x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.18,6000,32,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12658 saf,variable,TSRD138,Tubo redondo 32x2 mm,1,0,visible,Tubo redondo de hierro de 32x2 mm,Tubo redondo de hierro de 32x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.54,6000,32,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12659 saf,variable,TSRD139,Tubo redondo 33.7x3 mm,1,0,visible,Tubo redondo de hierro de 33.7x3 mm,Tubo redondo de hierro de 33.7x3 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.36,6000,33.7,3,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12660 saf,variable,TSRD140,Tubo redondo 35x1 mm,1,0,visible,Tubo redondo de hierro de 35x1 mm,Tubo redondo de hierro de 35x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.87,6000,35,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12661 saf,variable,TSRD141,Tubo redondo 35x1.5 mm,1,0,visible,Tubo redondo de hierro de 35x1.5 mm,Tubo redondo de hierro de 35x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.29,6000,35,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12662 saf,variable,TSRD142,Tubo redondo 35x2 mm,1,0,visible,Tubo redondo de hierro de 35x2 mm,Tubo redondo de hierro de 35x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.7,6000,35,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12663 saf,variable,TSRD143,Tubo redondo 38x1 mm,1,0,visible,Tubo redondo de hierro de 38x1 mm,Tubo redondo de hierro de 38x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,0.95,6000,38,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12664 saf,variable,TSRD144,Tubo redondo 38x1.5 mm,1,0,visible,Tubo redondo de hierro de 38x1.5 mm,Tubo redondo de hierro de 38x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.29,6000,38,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12665 saf,variable,TSRD145,Tubo redondo 38x2 mm,1,0,visible,Tubo redondo de hierro de 38x2 mm,Tubo redondo de hierro de 38x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.85,6000,38,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12666 saf,variable,TSRD146,Tubo redondo 40x1 mm,1,0,visible,Tubo redondo de hierro de 40x1 mm,Tubo redondo de hierro de 40x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1,6000,40,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12667 saf,variable,TSRD147,Tubo redondo 40x1.5 mm,1,0,visible,Tubo redondo de hierro de 40x1.5 mm,Tubo redondo de hierro de 40x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.48,6000,40,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12668 saf,variable,TSRD148,Tubo redondo 40x2 mm,1,0,visible,Tubo redondo de hierro de 40x2 mm,Tubo redondo de hierro de 40x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.94,6000,40,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
