ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
30682,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,2,Color,,,1,,,,
30683,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,2,Color,,,1,,,,
30684,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,2,Color,,,1,,,,
30685,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,1,Color,,,1,,,,
30686,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,1,Color,,,1,,,,
30687,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,1,Color,,,1,,,,
30673,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,4,Color,,,1,,,,
30674,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,4,Color,,,1,,,,
30675,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,4,Color,,,1,,,,
30676,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,3,Color,,,1,,,,
30677,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,3,Color,,,1,,,,
30678,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,3,Color,,,1,,,,
30679,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,5,Color,,,1,,,,
30680,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,5,Color,,,1,,,,
30681,variation,,Tubo redondo 177.8x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"158,04",,,,,,,TSRD279,,,,,,5,Color,,,1,,,,
50761,variation,,Tubo redondo 193.7x4 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,Personalizado,,1,,,,
50762,variation,,Tubo redondo 193.7x4 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,Oxido,,1,,,,
50763,variation,,Tubo redondo 193.7x4 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,Hierro,,1,,,,
50764,variation,,Tubo redondo 193.7x4 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,Blanco,,1,,,,
50765,variation,,Tubo redondo 193.7x4 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,Negro,,1,,,,
45624,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
45625,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
45626,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
45627,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
45628,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
42911,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
42902,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
42903,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
42904,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
42905,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
42906,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
42907,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
42908,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
42909,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
42910,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
42897,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
42898,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
42899,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
42900,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
42901,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
30791,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
30792,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
30785,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
30786,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
30787,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
30788,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
30789,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,2,Color,,,1,,,,
30790,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,1,Color,,,1,,,,
30783,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
30784,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,5,Color,,,1,,,,
30778,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
30779,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
30780,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,4,Color,,,1,,,,
30781,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
30782,variation,,Tubo redondo 193.7x4 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"88,22",,,,,,,TSRD280,,,,,,3,Color,,,1,,,,
50770,variation,,Tubo redondo 193.7x5 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,Negro,,1,,,,
50767,variation,,Tubo redondo 193.7x5 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,Oxido,,1,,,,
50768,variation,,Tubo redondo 193.7x5 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,Hierro,,1,,,,
50769,variation,,Tubo redondo 193.7x5 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,Blanco,,1,,,,
50766,variation,,Tubo redondo 193.7x5 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,Personalizado,,1,,,,
45633,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
45629,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
45630,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
45631,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
45632,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
42924,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
42925,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
42926,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
42912,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
42913,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
42914,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
42915,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
42916,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
42917,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
42918,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
42919,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
42920,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
42921,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
42922,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
42923,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
30805,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
30806,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
30807,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,1,Color,,,1,,,,
30798,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
30799,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
30800,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
30801,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,5,Color,,,1,,,,
30802,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
30803,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
30804,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,2,Color,,,1,,,,
30793,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
30794,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
30795,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,4,Color,,,1,,,,
30796,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
30797,variation,,Tubo redondo 193.7x5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"109,9",,,,,,,TSRD281,,,,,,3,Color,,,1,,,,
50771,variation,,Tubo redondo 193.7x6 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,Personalizado,,1,,,,
50772,variation,,Tubo redondo 193.7x6 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,Oxido,,1,,,,
50773,variation,,Tubo redondo 193.7x6 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,Hierro,,1,,,,
50774,variation,,Tubo redondo 193.7x6 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,Blanco,,1,,,,
50775,variation,,Tubo redondo 193.7x6 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,Negro,,1,,,,
45634,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
45635,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
45636,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
45637,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
45638,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
42932,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
42933,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
42934,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
42935,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
42936,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
42937,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
42938,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
42939,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
42940,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
42941,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
42927,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
42928,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
42929,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
42930,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
42931,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
30817,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
30818,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
30819,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,2,Color,,,1,,,,
30820,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
30821,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
30822,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,1,Color,,,1,,,,
30813,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
30814,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
30815,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
30816,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,5,Color,,,1,,,,
30808,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
30809,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
30810,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,4,Color,,,1,,,,
30811,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
30812,variation,,Tubo redondo 193.7x6 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"131,14",,,,,,,TSRD282,,,,,,3,Color,,,1,,,,
50776,variation,,Tubo redondo 193.7x8 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,1,Color,Personalizado,,1,,,,
50777,variation,,Tubo redondo 193.7x8 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,2,Color,Oxido,,1,,,,
50778,variation,,Tubo redondo 193.7x8 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,3,Color,Hierro,,1,,,,
50779,variation,,Tubo redondo 193.7x8 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,4,Color,Blanco,,1,,,,
50780,variation,,Tubo redondo 193.7x8 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,5,Color,Negro,,1,,,,
45643,variation,,Tubo redondo 193.7x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,5,Color,,,1,,,,
45639,variation,,Tubo redondo 193.7x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,1,Color,,,1,,,,
45640,variation,,Tubo redondo 193.7x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,2,Color,,,1,,,,
45641,variation,,Tubo redondo 193.7x8 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"172,64",,,,,,,TSRD283,,,,,,3,Color,,,1,,,,
